Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
TUR3940	Betacoronavirus 1	MK787429	410	04/04/2018	Cattle	bovine	Turkey	genomic RNA	
TUR4945	Betacoronavirus 1	MK787433	374	10/10/2016	Cattle	bovine	Turkey	genomic RNA	
TUR4950	Betacoronavirus 1	MK787434	686	10/10/2016	Cattle	bovine	Turkey	genomic RNA	
TUR5	Betacoronavirus 1	MK787430	474	10/31/2018	Cattle	bovine	Turkey	genomic RNA	
TUR6	Betacoronavirus 1	MK787432	407	12/01/2017	Cattle	bovine	Turkey	genomic RNA	
TUR76	Betacoronavirus 1	MK787436	678	10/10/2016	Cattle	bovine	Turkey	genomic RNA	
TUR77	Betacoronavirus 1	MK787427	374	11/24/2018	Cattle	bovine	Turkey	genomic RNA	
TUR79	Betacoronavirus 1	MK787428	399	11/24/2018	Cattle	bovine	Turkey	genomic RNA	
TUR8	Betacoronavirus 1	MK787431	467	12/13/2017	Cattle	bovine	Turkey	genomic RNA	
TUR83	Betacoronavirus 1	MK787437	672	10/10/2016	Cattle	bovine	Turkey	genomic RNA	
TUR8553	Betacoronavirus 1	MK787435	672	10/10/2016	Cattle	bovine	Turkey	genomic RNA	
TWD1	Betacoronavirus 1	KX373886	448	2015	Bovine	Bos taurus indicus	Thailand	genomic RNA	
TWD2	Betacoronavirus 1	KX373887	448	2015	Bovine	Bos taurus indicus	Thailand	genomic RNA	
TWD3	Betacoronavirus 1	KX373888	448	2015	Bovine	Bos taurus indicus	Thailand	genomic RNA	
TWD4	Betacoronavirus 1	MF737175	1229	02/23/2015	Bovine	Bos taurus indicus	Thailand	genomic RNA	
U1_0907	Betacoronavirus 1	JN795160	1038	2009	Cattle	cattle	Sweden	genomic RNA	
UNKNOWN-AH010363	Betacoronavirus 1	AH010363	4663	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-FW337956	Betacoronavirus 1	FW337956	40	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-FW337966	Betacoronavirus 1	FW337966	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-FW337967	Betacoronavirus 1	FW337967	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN350717	Betacoronavirus 1	GN350717	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN350718	Betacoronavirus 1	GN350718	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN350721	Betacoronavirus 1	GN350721	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN350722	Betacoronavirus 1	GN350722	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN350724	Betacoronavirus 1	GN350724	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-KM386671	Betacoronavirus 1	KM386671	2727	-N/A-	Cattle	cattle	-N/A-	genomic RNA	
UNKNOWN-LQ289122	Betacoronavirus 1	LQ289122	4038	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289124	Betacoronavirus 1	LQ289124	1218	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289126	Betacoronavirus 1	LQ289126	693	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289128	Betacoronavirus 1	LQ289128	255	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289130	Betacoronavirus 1	LQ289130	1347	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289132	Betacoronavirus 1	LQ289132	21284	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289134	Betacoronavirus 1	LQ289134	837	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289136	Betacoronavirus 1	LQ289136	132	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289138	Betacoronavirus 1	LQ289138	138	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289140	Betacoronavirus 1	LQ289140	330	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289142	Betacoronavirus 1	LQ289142	4092	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289144	Betacoronavirus 1	LQ289144	1275	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LQ289146	Betacoronavirus 1	LQ289146	31022	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
USP-02	Betacoronavirus 1	AY606192	428	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-03	Betacoronavirus 1	AY606193	430	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-04	Betacoronavirus 1	AY606194	430	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-05	Betacoronavirus 1	AY606195	395	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-06	Betacoronavirus 1	AY606196	430	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-07	Betacoronavirus 1	AY606197	412	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-08	Betacoronavirus 1	AY606198	430	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-09	Betacoronavirus 1	AY606199	387	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-10	Betacoronavirus 1	AY606200	430	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-11	Betacoronavirus 1	AY606201	430	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-12	Betacoronavirus 1	AY606202	429	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-13	Betacoronavirus 1	AY606203	394	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP-14	Betacoronavirus 1	AY606204	430	-N/A-	Unknown	-N/A-	Brazil	genomic RNA	
USP1	Betacoronavirus 1	AY255831	373	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
VB 16/10/CIENFUEGOS/2010	Betacoronavirus 1	HE616739	4092	02/12/2010	Unknown	-N/A-	-N/A-	genomic RNA	
VB 17/10/CIENFUEGOS/2010	Betacoronavirus 1	HE616736	398	02/12/2010	Unknown	-N/A-	-N/A-	genomic RNA	
VB 24/11/CIEGO DE AVILA/2011	Betacoronavirus 1	HE616740	4092	02/18/2011	Unknown	-N/A-	-N/A-	genomic RNA	
VB 27/09/MAYABEQUE/2009	Betacoronavirus 1	HE616735	398	02/05/2009	Unknown	-N/A-	-N/A-	genomic RNA	
VB 32/10/MATANZAS/2010	Betacoronavirus 1	HE616737	398	02/12/2010	Unknown	-N/A-	-N/A-	genomic RNA	
VB 5/09/MAYABEQUE/2009	Betacoronavirus 1	HE616734	398	02/05/2009	Unknown	-N/A-	-N/A-	genomic RNA	
VB 68/11/CAMAGUEY/2011	Betacoronavirus 1	HE616741	4092	02/18/2011	Unknown	-N/A-	-N/A-	genomic RNA	
VB 7/09/MAYABEQUE/2009	Betacoronavirus 1	HE616738	4092	02/05/2009	Unknown	-N/A-	-N/A-	genomic RNA	
VP200	Betacoronavirus 1	MH203067	4092	10/2017	Cattle	calf	Viet Nam	genomic RNA	
VP200	Betacoronavirus 1	MK045993	1275	10/2017	Cattle	bovine	Viet Nam	genomic RNA	
Wakayama/1/05	Betacoronavirus 1	AB277146	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/10/07	Betacoronavirus 1	AB450877	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/11/08	Betacoronavirus 1	AB450878	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/2/05	Betacoronavirus 1	AB277147	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/3/05	Betacoronavirus 1	AB277148	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/4/05	Betacoronavirus 1	AB277149	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/5/05	Betacoronavirus 1	AB277150	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/6/03	Betacoronavirus 1	AB277151	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/8/07	Betacoronavirus 1	AB450875	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Wakayama/9/07	Betacoronavirus 1	AB450876	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
WDBR-01	Betacoronavirus 1	AY353075	430	-N/A-	Unknown	-N/A-	-N/A-	mRNA	
Winter dysentery bovine coronavirus Quebec BCQ.2590	Betacoronavirus 1	AH010256	4777	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
Wisent 10/01	Betacoronavirus 1	HM573321	1275	01/2010	Bovine	wisent	South Korea	genomic RNA	
Wisent 10/01	Betacoronavirus 1	HM573326	4092	01/2010	Bovine	wisent	South Korea	genomic RNA	
Y1_0801	Betacoronavirus 1	JN795161	1038	2008	Cattle	cattle	Sweden	genomic RNA	
Yamagata/1/03	Betacoronavirus 1	AB277139	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/10/07	Betacoronavirus 1	AB450846	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/11/07	Betacoronavirus 1	AB450847	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/12/07	Betacoronavirus 1	AB450848	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/13/07	Betacoronavirus 1	AB450849	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/2/03	Betacoronavirus 1	AB277140	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/3/03	Betacoronavirus 1	AB277141	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/4/03	Betacoronavirus 1	AB277142	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/5/03	Betacoronavirus 1	AB277143	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/6/03	Betacoronavirus 1	AB277144	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/7/03	Betacoronavirus 1	AB277145	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/8/07	Betacoronavirus 1	AB450844	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
Yamagata/9/07	Betacoronavirus 1	AB450845	411	-N/A-	Unknown	-N/A-	Japan	genomic RNA	
YAROSLAVL/10/97	Betacoronavirus 1	AY184423	228	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
Youngju2	Betacoronavirus 1	MN650892	836	-N/A-	Unknown	pre-weaned Korean native calf	South Korea	genomic RNA	
Youngju2-5	Betacoronavirus 1	MN650893	836	-N/A-	Unknown	pre-weaned Korean native calf	South Korea	genomic RNA	
Youngju5	Betacoronavirus 1	MN650886	836	-N/A-	Unknown	pre-weaned Korean native calf	South Korea	genomic RNA	
Z1_0711	Betacoronavirus 1	JN795162	1038	2007	Cattle	cattle	Sweden	genomic RNA	
Z2_0711	Betacoronavirus 1	JN795163	1038	2007	Cattle	cattle	Sweden	genomic RNA	
Z3_0711	Betacoronavirus 1	JN795164	1038	2007	Cattle	cattle	Sweden	genomic RNA	
Z4_0711	Betacoronavirus 1	JN795165	1038	2007	Cattle	cattle	Sweden	genomic RNA	
Z5_0711	Betacoronavirus 1	JN795166	1038	2006	Cattle	cattle	Sweden	genomic RNA	
Z6_0712	Betacoronavirus 1	JN795167	1038	2006	Cattle	cattle	Sweden	genomic RNA	
153/08-B	Betacoronavirus 1	GU001946	817	04/2008	Buffalo	Bubalus bubalis	Italy	genomic RNA	
155/08	Betacoronavirus 1	GU001947	817	04/2008	Buffalo	Bubalus bubalis	Italy	genomic RNA	
339/07-C	Betacoronavirus 1	GU001944	817	07/2007	Buffalo	Bubalus bubalis	Italy	genomic RNA	
82/08	Betacoronavirus 1	GU001945	817	02/2008	Buffalo	Bubalus bubalis	Italy	genomic RNA	
179/07-11	Betacoronavirus 1	EU019216	9679	-N/A-	Buffalo	Bubalus bubalis	Italy	genomic RNA	
cow/WDBR-1005/BRA/2003	Betacoronavirus 1	GU808347	258	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-1275/BRA/2003	Betacoronavirus 1	GU808348	251	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-54/BRA/2003	Betacoronavirus 1	GU808352	225	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-729/BRA/2003	Betacoronavirus 1	GU808342	251	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-841/BRA/2003	Betacoronavirus 1	GU808343	258	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-887/BRA/2003	Betacoronavirus 1	GU808344	258	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-9146/BRA/2003	Betacoronavirus 1	GU808349	258	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-9215/BRA/2003	Betacoronavirus 1	GU808350	258	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-9224/BRA/2003	Betacoronavirus 1	GU808351	219	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-923/BRA/2003	Betacoronavirus 1	GU808345	258	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-96/BRA/2003	Betacoronavirus 1	GU808341	258	2003	Cattle	cow	Brazil	genomic RNA	
cow/WDBR-978/BRA/2003	Betacoronavirus 1	GU808346	258	2003	Cattle	cow	Brazil	genomic RNA	
DB2	Betacoronavirus 1	DQ811784	31007	1983	Cattle	bovine	-N/A-	genomic RNA	
E-AH187	Betacoronavirus 1	EF424619	30995	-N/A-	Cattle	bovine	USA	genomic RNA	
E-AH187-TC	Betacoronavirus 1	FJ938064	30995	01/01/2000	Cattle	bovine	USA	genomic RNA	
E-AH65	Betacoronavirus 1	EF424615	31017	-N/A-	Cattle	bovine	USA	genomic RNA	
E-AH65-TC	Betacoronavirus 1	EF424616	30970	-N/A-	Cattle	bovine	USA	genomic RNA	
E-DB2-TC	Betacoronavirus 1	FJ938063	31024	11/30/1996	Cattle	bovine	USA	genomic RNA	
UNKNOWN-HC734563	Betacoronavirus 1	HC734563	250	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734572	Betacoronavirus 1	HC734572	4049	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734581	Betacoronavirus 1	HC734581	497	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734592	Betacoronavirus 1	HC734592	24	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734593	Betacoronavirus 1	HC734593	23	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734594	Betacoronavirus 1	HC734594	21	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734595	Betacoronavirus 1	HC734595	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734596	Betacoronavirus 1	HC734596	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734597	Betacoronavirus 1	HC734597	19	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734598	Betacoronavirus 1	HC734598	24	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734599	Betacoronavirus 1	HC734599	23	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734600	Betacoronavirus 1	HC734600	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734601	Betacoronavirus 1	HC734601	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734602	Betacoronavirus 1	HC734602	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734603	Betacoronavirus 1	HC734603	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734604	Betacoronavirus 1	HC734604	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734605	Betacoronavirus 1	HC734605	25	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734606	Betacoronavirus 1	HC734606	26	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734607	Betacoronavirus 1	HC734607	24	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
R-AH187	Betacoronavirus 1	EF424620	30964	-N/A-	Cattle	bovine	USA	genomic RNA	
R-AH65	Betacoronavirus 1	EF424617	31016	-N/A-	Cattle	bovine	USA	genomic RNA	
R-AH65-TC	Betacoronavirus 1	EF424618	30995	-N/A-	Cattle	bovine	USA	genomic RNA	
UP-PT-BCoV1	Betacoronavirus 1	EU703815	322	2005	Cattle	bovine	Portugal	mRNA	
UP-PT-BCoV2	Betacoronavirus 1	EU703816	322	2005	Cattle	bovine	Portugal	mRNA	
US/OH3/2006	Betacoronavirus 1	EF424624	30979	-N/A-	Giraffe	giraffe	USA	genomic RNA	
240/05	Betacoronavirus 1	DQ662401	595	-N/A-	Dog	dog	Italy	genomic RNA	
BJ232	Betacoronavirus 1	KX432213	30868	2014	Dog	dog	China	genomic RNA	
CRCoV-BJ202	Betacoronavirus 1	KT852998	1347	01/2014	Dog	canine	China	genomic RNA	
CRCoV/BJ-202	Betacoronavirus 1	KR265206	1272	2014	Dog	dog	China	genomic RNA	
CRCoV/BJ-221	Betacoronavirus 1	KR265207	1272	2014	Dog	dog	China	genomic RNA	
CRCoV/BJ-221	Betacoronavirus 1	KX432216	950	2014	Dog	dog	China	genomic RNA	
CRCoV/BJ-221	Betacoronavirus 1	KX432217	938	2014	Dog	dog	China	genomic RNA	
CRCoV/BJ-34	Betacoronavirus 1	KR265205	1272	2014	Dog	dog	China	genomic RNA	
CRCoV/BJ-34	Betacoronavirus 1	KX432214	911	2014	Dog	dog	China	genomic RNA	
CRCoV/BJ-34	Betacoronavirus 1	KX432215	914	2014	Dog	dog	China	genomic RNA	
CRCoV/NTU1/05	Betacoronavirus 1	DQ983324	404	2005	Unknown	-N/A-	Taiwan	genomic RNA	
CRCVK9	Betacoronavirus 1	EU983105	4092	06/2008	Dog	dog	South Korea	genomic RNA	
K37	Betacoronavirus 1	GQ918142	9686	2008	Dog	dog	South Korea	genomic RNA	
K37	Betacoronavirus 1	JX860640	31028	2008	Dog	dog	South Korea	genomic RNA	
K39	Betacoronavirus 1	GQ918143	9686	2008	Dog	dog	South Korea	genomic RNA	
K9	Betacoronavirus 1	GQ918141	9686	2008	Dog	dog	South Korea	genomic RNA	
NZ.046/16	Betacoronavirus 1	MH249786	9707	2016	Dog	Canis lupus familiaris	New Zealand	genomic RNA	
respiratory	Betacoronavirus 1	AY150273	251	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-AB242263	Betacoronavirus 1	AB242263	305	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-AB242264	Betacoronavirus 1	AB242264	305	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-AY423274	Betacoronavirus 1	AY423274	497	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-HC734559	Betacoronavirus 1	HC734559	250	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734561	Betacoronavirus 1	HC734561	4092	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HC734579	Betacoronavirus 1	HC734579	496	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-LR721662	Betacoronavirus 1	LR721662	7933	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721663	Betacoronavirus 1	LR721663	16084	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721664	Betacoronavirus 1	LR721664	31190	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721754	Betacoronavirus 1	LR721754	967	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721755	Betacoronavirus 1	LR721755	967	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721756	Betacoronavirus 1	LR721756	1644	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721757	Betacoronavirus 1	LR721757	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721758	Betacoronavirus 1	LR721758	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721759	Betacoronavirus 1	LR721759	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721760	Betacoronavirus 1	LR721760	967	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721761	Betacoronavirus 1	LR721761	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721762	Betacoronavirus 1	LR721762	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721763	Betacoronavirus 1	LR721763	967	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721764	Betacoronavirus 1	LR721764	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721765	Betacoronavirus 1	LR721765	967	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721766	Betacoronavirus 1	LR721766	1644	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721767	Betacoronavirus 1	LR721767	1644	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721768	Betacoronavirus 1	LR721768	1644	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721769	Betacoronavirus 1	LR721769	1644	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721770	Betacoronavirus 1	LR721770	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721771	Betacoronavirus 1	LR721771	1644	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721772	Betacoronavirus 1	LR721772	4011	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-LR721773	Betacoronavirus 1	LR721773	967	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
SA1354	Betacoronavirus 1	KY458228	919	04/16/2015	Horse	Equus caballus	Saudi Arabia	genomic RNA	
DcCoV-HKU23/camel/Ethiopia/CAC1019/2015	Betacoronavirus 1	MN514962	31021	02/21/2015	Camel	Camelus dromedarius	Ethiopia	genomic RNA	
DcCoV-HKU23/camel/Ethiopia/CAC1320/2015	Betacoronavirus 1	MN514968	4101	02/13/2015	Camel	Camelus dromedarius	Ethiopia	genomic RNA	
DcCoV-HKU23/camel/Ethiopia/CAC1320/2015	Betacoronavirus 1	MN514973	1347	02/13/2015	Camel	Camelus dromedarius	Ethiopia	genomic RNA	
DcCoV-HKU23/camel/Ethiopia/CAC1320/2015	Betacoronavirus 1	MN514979	2783	02/13/2015	Camel	Camelus dromedarius	Ethiopia	genomic RNA	
DcCoV-HKU23/camel/Ethiopia/CAC1452/2015	Betacoronavirus 1	MN514969	4101	02/13/2015	Camel	Camelus dromedarius	Ethiopia	genomic RNA	
DcCoV-HKU23/camel/Ethiopia/CAC1452/2015	Betacoronavirus 1	MN514974	1347	02/13/2015	Camel	Camelus dromedarius	Ethiopia	genomic RNA	
DcCoV-HKU23/camel/Ethiopia/CAC1452/2015	Betacoronavirus 1	MN514978	2783	02/13/2015	Camel	Camelus dromedarius	Ethiopia	genomic RNA	
DcCoV-HKU23/camel/Morocco/CAC2505/2016	Betacoronavirus 1	MN514971	4092	03/02/2016	Camel	Camelus dromedarius	Morocco	genomic RNA	
DcCoV-HKU23/camel/Morocco/CAC2505/2016	Betacoronavirus 1	MN514975	1347	03/02/2016	Camel	Camelus dromedarius	Morocco	genomic RNA	
DcCoV-HKU23/camel/Morocco/CAC2505/2016	Betacoronavirus 1	MN514977	2783	03/02/2016	Camel	Camelus dromedarius	Morocco	genomic RNA	
DcCoV-HKU23/camel/Morocco/CAC2586/2016	Betacoronavirus 1	MN514963	31062	03/05/2016	Camel	Camelus dromedarius	Morocco	genomic RNA	
DcCoV-HKU23/camel/Morocco/CAC2753/2016	Betacoronavirus 1	MN514970	4092	04/04/2016	Camel	Camelus dromedarius	Morocco	genomic RNA	
DcCoV-HKU23/camel/Morocco/CAC2753/2016	Betacoronavirus 1	MN514972	1347	04/04/2016	Camel	Camelus dromedarius	Morocco	genomic RNA	
DcCoV-HKU23/camel/Morocco/CAC2753/2016	Betacoronavirus 1	MN514976	2783	04/04/2016	Camel	Camelus dromedarius	Morocco	genomic RNA	
DcCoV-HKU23/camel/Nigeria/NV1010/2015	Betacoronavirus 1	MN514964	30780	11/20/2015	Camel	Camelus dromedarius	Nigeria	genomic RNA	
DcCoV-HKU23/camel/Nigeria/NV1092/2015	Betacoronavirus 1	MN514965	30799	11/23/2015	Camel	Camelus dromedarius	Nigeria	genomic RNA	
DcCoV-HKU23/camel/Nigeria/NV1097/2015	Betacoronavirus 1	MN514966	31075	11/12/2015	Camel	Camelus dromedarius	Nigeria	genomic RNA	
DcCoV-HKU23/camel/Nigeria/NV1385/2016	Betacoronavirus 1	MN514967	30799	01/24/2016	Camel	Camelus dromedarius	Nigeria	genomic RNA	
HKU23-265F	Betacoronavirus 1	KF906249	31052	04/03/2013	Camel	dromedary camel	United Arab Emirates	genomic RNA	
HKU23-362F	Betacoronavirus 1	KF906250	31052	05/15/2013	Camel	dromedary camel	United Arab Emirates	genomic RNA	
HKU23-368F	Betacoronavirus 1	KF906251	31052	05/21/2013	Camel	dromedary camel	United Arab Emirates	genomic RNA	
11V11708/IRL	Betacoronavirus 1	LC149485	1341	11/2011	Donkey	Donkey	Ireland	genomic RNA	
11V11708/IRL	Betacoronavirus 1	LC149487	653	11/2011	Donkey	Donkey	Ireland	genomic RNA	
11V11708/IRL	Betacoronavirus 1	LC149489	544	11/2011	Donkey	Donkey	Ireland	genomic RNA	
13V08313/IRL	Betacoronavirus 1	LC149486	1341	04/2013	Horse	Horse	Ireland	genomic RNA	
13V08313/IRL	Betacoronavirus 1	LC149488	653	04/2013	Horse	Horse	Ireland	genomic RNA	
13V08313/IRL	Betacoronavirus 1	LC149490	544	04/2013	Horse	Horse	Ireland	genomic RNA	
ECoV_FRA_2011/1	Betacoronavirus 1	KC178700	539	2011	Horse	horse	France	genomic RNA	
ECoV_FRA_2011/1	Betacoronavirus 1	KC178705	570	2011	Horse	horse	France	genomic RNA	
ECoV_FRA_2011/2	Betacoronavirus 1	KC178699	539	2011	Horse	horse	France	genomic RNA	
ECoV_FRA_2011/2	Betacoronavirus 1	KC178704	636	2011	Horse	horse	France	genomic RNA	
ECoV_FRA_2012/1	Betacoronavirus 1	KC178698	595	2012	Horse	horse	France	genomic RNA	
ECoV_FRA_2012/1	Betacoronavirus 1	KC178703	540	2012	Horse	horse	France	genomic RNA	
ECoV_FRA_2012/2	Betacoronavirus 1	KC178697	584	2012	Horse	horse	France	genomic RNA	
ECoV_FRA_2012/2	Betacoronavirus 1	KC178702	606	2012	Horse	horse	France	genomic RNA	
